Column1	Column2
aamattijjaan	1
aamde	7
aamdiniima	1
aamdu	19
aameede	1
aamel	6
aamen	1
aamerig	1
aamesti	1
aamiin	66
aamiina	1
aamiina?	1
aamiini	10
aamin	4
aamirin	1
aammaba	1
aamnaade	13
aamnaaki	1
aamnde	1
aamnii	1
aamninaa	1
aamnoo	5
aamnorto	1
aamnortoo	1
aamnotaako	13
aamnotonooka	1
aamol	1
aamos	1
aamtataa	1
aamu	1
aamwokaa	2
aan	403
aañ	4
aana	5
aanaan?e	1
aañaañ?e	1
aanaani	2
aanaano	2
aañam	23
aañameeji	4
aanan?e	2
aanat	1
aan?e	4
aandaani	2
aandaare	1
aande	4
aandi	4
aandii	1
aandu?e	5
aanii	1
aanndak	1
aannde	3
aanne	1
aanni	9
aannii	2
aanniinde	3
aanni-on	2
aannoo?e	2
aannude	1
aannungo	1
aannunoo	3
aanomina	1
aanoode	4
aa?il	1
aaraa?e	1
aaraabee?e	1
aaraade	1
aaraale	1
aaraaraay	1
aarab	8
aarabaagal	27
aarabbo	1
aarabbuure	1
aarabe	27
aarabe?e	1
aarabee	1
aarabeebe	2
aarabee?e	229
aarabee?eberbeer	1
aarabeei	2
aarabeeje	1
aarabeeji	2
aarabeere	13
aarabeeri	5
aarabeewol	1
aarabel	4
aarabi	2
aarabiijo	1
aarabu	1
aaraf	1
aaragol	1
aaral	11
aaranii	2
aardinoo?e	1
aareen	1
aari	14
aarii	1
aarktiki	1
aarni	2
aarninoo	2
aarondiisma	6
aarude	1
aasa	1
aaseen	1
aasi	1
aasinñoor	1
aasiñoor	9
aasiñooree?e	1
aasiñooruuji	9
aasinyoor	3
aasiraas	2
aasma	13
aastii	2
aastortee	1
aasuuraa	2
aateen	2
aati?i	1
aati?inde	1
aati?in?o	1
aatiima	1
aatooraaku	1
aatooru	1
aatooruujo	1
aator?inde	1
aatoruujo	1
aaud	14
aaw	32
aawa	3
aawaa	2
aawaaki	1
aawaande	1
aawaja	12
aawan	2
aawande	2
aawanoo	2
aawaseere	2
aawasin?i	2
aawde	23
aawdi	24
aawdiiri	1
aawdude	1
aaweede	2
aawi	9
aawidinde	1
aawii	2
aawirde	1
aawitaade	1
aawitirde	1
aawitirdi	1
aawlu	1
aawngo	1
aawnoo	1
aawnoo?e	1
aawokaaji	1
aawondirde	1
aawondiri	1
aawono	1
aawoo?e	1
aawoowo	1
aawoyde	1
aawre	4
aawrude	1
aawtaade	7
aawtagaol	1
aawtirdi	1
aawto	2
aawtol	1
aawtoo	1
aawtude	1
aawude	1
aawu?o	1
aawugol	1
aaxira	1
aa?aade	3
aayaaje	1
aayaare	4
aayaawo	4
aa?agol	2
aayatal	6
aay?inde	1
aaye	23
aayee	1
aayeeje	2
aayeeji	7
aayfon	1
aa?ii?i	2
aayiima	3
aa?iindi	2
aayno	1
aayo	1
aa?ogol-taare	2
aaypad	1
aaypod	1
a?a	2
abaa	5
abaabakr	1
abaa?o	2
abada	46
abadaaje	1
abadan	1
abajada	3
abajadaaji	1
abajadda	1
abandon	1
abandonné	1
abandonner	1
abaraham	1
abaruuji	1
abâtardie	1
abattoir	2
abattu	2
abatuwaar	1
abawuud	1
abba	4
abbaade	16
a??aande	1
abbaas	102
abbaasiid	1
abbaasyo	1
abbakaak	2
abbala	1
abbas	4
abbay	1
abbdul	1
abbeba	1
abbee	1
abbeede	1
abbees	1
abbere	5
abbii	11
abbiima	7
abbiinde	1
abbinde	1
abbitaade	10
abbitii	13
abbitii?e	2
abbitinde	1
abbitneede	2
abbitoo	4
abbitoraade	3
abbittoo	2
abbo	15
abbo-maa	2
abboo	75
abborii	1
abbotaako	1
abbotoo?e	2
abboyoo	2
abbreviating	1
a??ugo	2
abda	10
abdaallaahi	4
abdalaahi	1
abdalla	58
abdallaah	7
abdallaahi	160
abdallah	5
abdallahi	7
abdaraamaan	1
abdaraamaani	1
abdarahmaan	21
abdarahmaani	27
abdarahmanaani	1
abdarahmane	1
abdaramaani	1
abdarrahmaan	1
abde	1
abdel	402
abdelhamid	2
abdellaahi	6
abdellahi	7
abderahmaan	7
abderahmaani	1
abderrahamane	2
abderrahmane	2
abdi	4
abdijan	6
abdilasaa	1
abdillaah	1
abdillah	2
abdirahman	1
abdis	1
abdjan	2
abdomen	1
abdou	15
abdoualye	4
abdoul	15
abdoulatif	4
abdoulaye	30
abdoulayebacfci	1
abdoullah	1
abdrahmaan	2
abdrahmaani	1
abdu	127
abduel	1
abduelasad	1
abduelmu?laba	1
abdul	539
abdulaahi	9
abdulaay	18
abdulasad	1
abdulbookar	1
abdullaaay	2
abdullaah	1
abdullaahi	208
abdullaay	497
abdullah	4
abdullahi	6
abdullamy	1
abdullay	14
abdullillaahi	2
abdulmu?alabi	3
abdurahiim	6
abdurahmaan	3
abduulaahi	1
abduwa	1
abdyaak	1
a?e	321
abeba	4
abebaa	5
abediin	2
abeid	3
abeidi	3
abel	48
abelsanndee	2
a?eni	1
abere	16
aberrations	1
abeyd	2
abeydarahmaan	13
abeydi	28
abeydnaa	1
abibullaay	1
abidiin	9
abidin	1
abidjan	7
abii	80
abiib	4
abiid	6
abiihi	1
abiihrayrata	1
abijaa	14
ability	3
abiriil	22
abiril	14
abisi	1
abisinaa?e	2
abiword	60
abiyonaaji	1
abiyo?	13
abiyo?aaji	13
abiyo?on	1
abiyoqaaji	2
ablaase	1
ablaay	38
abnormal	1
a?o	6
abobo	3
abolition	1
abomination	2
abominations	1
a?omm	1
abonde	1
abondent	3
abonii?e	1
abonmaaji	1
abonna	2
abonnezvous	1
abord	15
aborde	1
aborder	4
abordez	1
abou	22
aboubacry	7
aboubakry	1
about	35
?bout	1
abouti	5
aboutir	4
aboutissement	2
aboutissent	3
aboutit	4
abouzaid	1
above	3
aboword	2
abraahat	1
abrahaam	3
abraham	3
abree	1
abri	3
abric	1
abriil	218
abriilmee	1
abriilu	1
abril	9
a?ril	1
abrogation	2
abrutis	1
absence	5
absent	3
absente	1
absentes	1
absolu	1
absolue	2
absolument	1
absolutely	3
absorbés	1
abstraction	1
abu	71
abubakiri	2
abubakri	12
abugreisha	1
abuja	3
abujaa	3
abukakri	6
abullaah	1
abundant	1
abusives	2
abuu	485
abuubakar	1
abuubakiri	3
abuubakri	23
abuubakriin	1
abuuj	1
abuujaa	1
abuuko	2
abuuusumaan	1
abwaay	3
ab?ut	1
acacia	2
academic	2
academie	2
académie	6
academy	3
acalan	7
acarien	1
acca	5
accaa	12
accaama	1
accaani	2
accablants	1
accadiima	1
accam	1
accan	1
accande	1
accaparer	1
accataa	4
acccitinde	1
accédant	1
accède	1
accédé	1
accèdent	2
accéder	5
accee	18
acceede	1
accel	1
accélérant	1
accéléré	2
accélérer	1
accélérera	2
accent	5
accents	2
accentuation	1
accentuer	1
accentués	1
acceptant	1
acceptation	1
accepte	1
accepté	1
accepted	1
accepter	3
acceptera	1
accès	19
access	2
accessibility	1
accessible	6
accessibles	1
accession	4
accessories	1
accete	2
acci	5
accident	1
accidi	2
accidtaake	3
accii	2
acciino	1
accinaa?e	1
accinde	1
accintina	1
accintinde	1
accintineede	1
accintingol	1
accintini	1
accintiniikam	1
accintininde	1
accintinoowo	1
accintinta	1
accir	1
accirde	1
acciri	1
accirtaa	2
accita	1
accital	1
acciteede	1
acciti	1
accitinde	1
accitingol	1
accitol	1
accitu	2
accol	1
accommoderont	1
accompagne	4
accompagné	1
accompagnée	2
accompagnement	3
accompagnent	1
accompagnés	1
accompli	1
accomplice	1
accomplir	1
accomplishing	1
accomplishment	2
accomplissement	1
accomplit	1
accon	1
accoo	1
accumi	1
accunoo	3
a?a	445
adaa	21
a?aa	6
adaade	11
adaa?o	1
adaaji	10
adaama	2
adaanii	1
adaasi	1
adaayankeeji	1
adaba	2
adabé	1
adadii?e	1
adadu	1
adaduhal	1
adaduuji	1
adal	1
a?am	3
adama	17
adamawa	2
adamawaa	1
adamu	1
adan	96
adana	2
a?ana	1
adanaade	1
adanaani	1
adan?e	1
adande	3
adaniimo	2
adannde	122
adanndu	4
adanngo	16
adanngu	3
adannoo	1
adano	7
adantaa	1
adaptation	5
adapte	2
adaptées	1
adapter	2
adapterons	1
adaptés	2
adaraar	15
adata	2
adataa	1
adawiyya	1
adda	79
addaa	14
addaa?e	1
addaahi	3
addaali	1
addaama	12
addaani	14
addaani-min	2
addaani-mo	2
addaannoo	4
addaanoo	3
a??amawu	1
addan	47
addana	76
addanaa	8
addanaama	2
addanaani	25
addanan	2
addanat	2
addanawta	1
addan?e	2
addande	45
addande-on	4
addane	4
addaneede	2
addani	509
addani-en	10
addanii	44
addaniino	9
addanimi	2
addani-on	2
addanmaa	2
addan-maa	2
addannde	3
addanngo	2
addanno	2
addannoo	27
addanoo	1
addanoore	4
addanoowo	2
addanoy	1
addanoyde	1
addanoyta	7
addanta	41
addantaa	12
addantu	2
addantuno	3
addantunoo	5
addat	2
addata	75
addatnoo	1
addatnoo?e	1
adday	1
addayel	1
adde	1
added	3
addee	6
addete	1
addi	255
addi?e	3
addii	63
addiino	3
addiis	1
addimi	2
addi-mi	3
addimo	2
addi-mo	2
addina	1
àddina	1
àddinaam	1
addinde	1
adding	2
addiraa	6
addirde	2
addiri	3
addirnoo	1
addirta	6
addis	3
addition	4
additional	8
additionally	3
àddiya	1
addo	1
addonoore	2
addoore	1
addora	4
addoraani	4
addorat	1
addor?e	1
addorde	3
addori	9
addorii	5
addorta	1
addoy	2
addoya	4
addoyde	7
addoyi	3
addoyii	2
address	2
addresses	1
adds	1
addu	35
addu?e	18
addude	135
addugol	1
addu-maa	2
adduna	2
àdduna	1
àddunay	1
addunde	2
addundu	1
addunoo	36
addunoo?e	6
addunoonii	1
a?e	13
adee	9
adeede	1
adeel	1
a?eele	2
adefuye	2
adema	3
a?en	4
adena	12
adeplan	3
adéquate	1
adéquation	1
adéquats	2
aderesi	1
adesco	2
adesko	1
adeskoo	4
adg	14
adhère	1
adherence	1
adhésion	2
adi	14
a?i	11
a?i?	1
adidi	1
adidinde	1
adii	759
adiibe	2
adii?e	31
adii?e-mo	2
adiidaartol	2
adiifof	1
adiikoloñaal	1
adii-min	2
adiinde	17
adiindu	1
adiingo	6
adiinoo?e	1
adiis	3
adil	16
adinde	1
adingol	1
adinno	2
adinoo	12
adinoo?e	24
adirde	1
adirgal	1
adis-abeba	2
aditaade	2
aditeede	1
aditii	1
adition	1
adiyya	1
adjame	1
adjonction	1
adjudant	2
adjudantchef	1
adjuvant	4
admet	2
admettons	2
admettre	1
admin	3
administaraatoor	2
administarasiyon	3
administrasiyo?	1
administrateur	9
administratif	4
administratifs	5
administration	70
administrations	2
administrative	5
administratives	3
administrer	1
administrés	2
admins	1
adminsitration	1
admiration	2
admirers	1
admise	2
admistaraasiyo?	1
a?naaga	1
adnaan	1
adnaani	1
a?ng	6
adnin	1
adol	1
adolescents	2
adolf	2
adoma	2
adonmaaji	1
adonnées	1
adoowo	1
adoptant	1
adopte	3
adopté	3
adoptée	4
adoptées	1
adoptent	1
adopter	8
adoptés	2
adoption	1
adoraade	4
adoraaki	1
adore	1
adoree	1
adorii	20
adoriima	1
adorinoo	1
adoroo	3
adortoo	2
adoto	1
adotoo	8
adotoondu	1
adoyoo	2
adraar	30
adrar	5
adrees	3
adresse	6
adressée	1
adresser	3
adresses	1
adressons	1
adrian	1
adrianne	1
adroid	5
adsco	3
adsense	32
adsidaa	2
adsidaaji	1
adsidaaseef	2
adtaade	1
adua	1
adude	1
adugol	1
adulte	3
adultes	3
a?um	3
adun	1
aduna	877
adunaa	1
adunaaare	1
adunaaji	1
adunaalaatodarii	9
adunaare	28
adunaari	1
adunaaru	10
adunahee	1
adunakeewu	1
adunakooje	3
adunakoore	2
adunakoori	1
adunanke	12
adunankeejo	1
adunankeewal	6
adunankeewel	1
adunankeewo	2
adunankeewu	2
adunankooje	20
adunankooji	2
adunankoore	25
adunankoori	1
aduna?keewo	2
aduna?koore	4
adunayakooje	2
adunayankeere	6
adunayankeewo	1
adunayankeewu	6
adunayankooje	11
adunayankooji	2
adunayankoore	10
adunaya?keewo	2
adunaya?keewu	1
adunaya?kooje	2
adunaya?koore	7
adune	2
aduneejo	1
adunel	2
adunke	1
aduno	2
adunoo	1
aduunaaru	1
aduya?koore	1
advance	1
advanced	5
advantage	1
adventure	1
adverbes	1
adverse	1
advertiser	2
advertising	4
advice	1
advisable	1
advised	1
advisor	1
advocating	1
æ´ettude	1
aedes	2
aegypti	1
aegyptiaca	2
aemrik	1
aereport	2
aeriens	2
aerogare	1
aeronautics	2
aeronotik	3
aerospace	1
aesantiin	1
æšo	1
afaade	1
afaa?i	1
afaan	2
afaar	1
afaaya	1
afaraat	1
afarco	1
afarko	1
afasp	1
af?e	2
afeer	2
afeeruuji	1
afere	1
afganistaan	22
afganistaannaa?e	4
afganistan	1
afghanistaa	2
afghanistan	2
aficaines	2
afifiki	1
afifirki	1
afin	31
afiriik	33
afiriikinaa?e	6
afiriiknaa?e	6
afirik	113
afirikfu?naande	1
afiriki	13
afirikinaa?e	3
afirikiworgo	15
afirikiyaagal	1
afiriknaa?e	19
afiriknaaje	1
afirikworgo	2
afirirk	1
afirki	1
afirknaajo	1
afirmiyeeji	1
afiya	1
aflaade	1
aflinaa	2
aflo	1
aflotonoo	1
aflotoo?e	2
afo	48
afogalle	1
afolle	1
afoojo	1
afoole	1
afoore	2
afp	41
africa	10
africain	18
africaine	51
africaines	20
africains	18
african	18
africanie	2
afrig	1
afriik	2
afrik	1503
afrika	8
afrikaa	2
afrikaa?e	2
afrikaan	3
afrikaaneer	3
afrikacom	1
afrikameriknaajo	1
afrikan	1
afrikaneer	6
afrikasii	1
afrikasinaaje	1
afrik-?aleejo	2
afrikcom	6
afrikeeje	2
afrikeejo	1
afriketee	1
afrikhakkundeejo	1
afrikhirnaange	1
afriki	7
afrikinaa?e	7
afrikiyaagal	1
afrikiyankoo?e	1
afrikiyankooje	1
afrikiya?koori	2
afriknaa?e	156
afriknaaé	1
afriknaaje	9
afriknaaji	7
afriknaajo	30
afriknaare	8
afriknaawal	5
afriknaawo	1
afrikworgo	1
afrikworgonaa?e	3
afrikyaagal	1
afrikyaankeewu	1
afrikyankaagal	7
afrikyanke	16
afrikyankeewu	3
afrikyankewol	2
afrikyankoo?e	3
afrikyankoore	4
afrikyankoori	2
afrikya?koore	1
afrinaa?e	1
afrinaajo	1
afri?ue	2
afrique	88
afririki	1
afrirk	1
afroasiatique	1
afrrik	1
after	11
afternoon	1
afterwards	1
aftuut	13
aga	12
agaa?e	26
agaali	1
agades	4
agag?e	1
again	9
against	1
agali	1
agalosa	1
âge	5
âgé	1
agel	1
agelhok	2
agelok	1
agence	31
agencies	1
agency	1
agenece	3
agent	1
aggitde	1
aggito	2
aggittoonde	1
àggoon	1
àggul	1
agibu	3
agira	1
agiriis	1
agissait	2
agissant	4
agit	25
agitent	2
agjf8hbv5d8	1
agjuuj	1
agjuujt	4
agonie	1
agopeeje	1
agostinoo	2
agoyaade	1
agréable	2
agree	2
agreeable	1
agréer	1
agrégat	1
agrégé	1
agrégée	1
agresseurs	1
agression	1
agricole	12
agricoles	2
agriculteurs	2
agriculture	3
agriculturele	1
agriis	4
agrimaaji	1
agro-bisiness	2
agrobusiness	1
agropastoral	2
agrumes	1
agsee	1
agsi	1
aguyaaji	5
agxni	1
agzurich	1
ahaa	14
ahaaji	1
ahamadu	1
aharoni	1
ahbaab	1
ahbaari	1
ah?o	2
ahdu?o	2
ahead	2
ahiba	1
ahiijo	1
ahiijoo	2
ahijjoo	1
ahijo	1
ahisuun	1
ahlaa	1
ahlihii	1
ahluseyni	1
ahmad	18
ahmadaa	2
ahmadou	3
ahmadu	102
ahmadul	1
ahmed	245
ahmeddu	19
ahmedi	11
ahmedinejaad	1
ahmedou	5
ahmedu	5
ahmeduu	1
ahmeduun	1
ahmet	2
ahmosis	1
ahmrde	1
ahmuudi	1
ahoua	2
ahram	2
ahsanu	1
ajaaba	1
ajaabete	1
ajaa?e	4
ajaande	19
ajaar	1
ajaccio	1
ajami	1
ajamiy	4
ajaraama	1
ajd	23
ajemi	1
ajhar	1
ajiij	3
ajiiju	78
ajilaan	2
ajjana	1
àjjana	1
ajje	1
ajjii	7
ajjoto	2
ajjuma	1
àjjuma	1
ajout	2
ajoute	4
ajouté	4
ajouter	5
ajoutera	1
ajoutiez	1
ajulaare	1
ajuru	1
ajustement	1
ajustements	1
ajuweer	5
ajuwul	1
ajwiil	2
akaademi	3
akademi	1
akal	3
akal-	1
akalaal	1
akalaawol	1
akalaayel	1
akal-akal	2
akalawal	1
akanaleem	1
akara	1
akaraa	1
akasa	1
akasaki	1
akaydaa	1
akbar	10
ak?inde	1
akendengue	2
akfirla	1
akhabar	1
akhbar	6
akhel	1
akilariya	1
akisaa	1
akjoujt	2
akjuuj	2
àkk	1
akkaademi	3
akkaat	1
akkademi	1
akkii	1
akkik	1
akkol	1
àkku	1
akkude	1
akkugol	1
akollita	1
akoulibaly	2
akraa	6
akrami	1
akshaat	1
aksidaa	42
aksidaaji	11
aksilateere	1
aksuunaa?e	1
aksuus	16
aktaribati	2
aktinson	2
akub	1
akufoaddo	1
akuku	16
akulal	1
akum	1
akuuru	1
akwaan	4
al	356
ala	26
alaa	3246
alaaama	1
alaa?oggol	1
al'aada	1
alaadu	1
alaaesago	6
alaafoo?o	2
alaagaarawol	1
alaama	1
alaamaaji	1
alaanaa	1
alaañalaande	1
alaano	35
alaaxira	1
alabama	1
alabbaasi	3
alabti	2
alada	1
aladaa	1
alahaali	1
alain	13
alajji	10
alakbar	6
alakhbar	12
alakhbarinfo	5
alakhdari	1
alako	1
alal	2
alalam	1
alalhbar	1
alalu	1
alam	1
alamaan	13
alamaani	1
alamanuuji	1
alamari	3
alami	1
alanaa	40
alanaaka	9
alanaama	4
alanaamo	2
alande	2
alanfal	1
alanoo?e	2
alarba	84
alarbaare	1
alarm	1
al'arsi	1
alasaan	35
alasan	234
alasanel	1
alaseri	131
alaserinaa?e	4
alaserinaaje	2
alaserinaaji	1
alaserinaajo	5
alaserinaare	1
alaska	6
alaskaa	1
alassan	4
alassane	10
alatereet	2
alateret	5
alawi	24
alawiyanke	1
al'awra	1
alawtiku	1
alay	2
alayhi	3
alazhaar	2
alazizia	1
alba	2
albaa	1
albaccal	1
albacce	1
albaccel	1
albaccoy	1
albadii	1
albaduru	1
albakri	3
albarka	1
albarraadu	1
albaruutu	1
albasaare	1
albasal	1
albashaar	2
albeer	10
albert	18
albinisme	6
albinos	4
albiruuni	1
albjggsdmrm	1
albom	13
albomu	1
albopictus	1
albukhaarii	1
album	9
al?uraan	2
al?uraana	3
alburguxaaso	1
alburi	8
alburuutu	1
alda	4
aldaa	156
al?an?e	2
aldi	2
al?i	12
al?ii	2
al?ina	1
aldinde	1
al?inde	5
al?inii	2
al?inira	1
al?inoree	1
al?inta	1
aldintu	2
al?ir?e	1
al?iri	2
al?irngo	1
al?irnoongo	1
al?iyanke	1
al?ondirde	1
aldrin	10
aldu?e	1
al?u?e	48
al?ude	18
al?u?e	2
al?unde	2
al?ungo	4
al?unoo	1
aléas	1
aléatoires	1
alecso	2
alee	1
aleewa	1
aleg	2
aleikoum	2
aleksandere	1
aleksandiri	9
aleksandri	2
aleksanndiri	2
alekse	1
alemaañ	6
alenndee	1
alentours	1
alep	4
ales	2
aleskanndiriya	1
alet	92
alewo	1
alex	1
alexander	2
alexandiri	1
alexandre	7
alexandrie	2
alexei	1
alexis	5
aley	2
aleyhi	6
aleyka	1
aleykum	6
aleynaa	1
aleysi	1
alfa	8
alfaa	303
alfaajo	1
alfaan	1
alfaatiya	1
alfalah	30
alferd	1
alfighhiya	1
alfred	8
alfuutiyu	15
algabaa	2
algadara	1
algamil	1
algaytuwal	1
algerie	2
algérie	6
algérienne	1
algériennes	3
algériens	1
alhaada	1
alhaaji	8
alhaakim	3
alhaali	16
al'haali	1
alhaaliiji	2
alhaalu	1
alhaji	7
al'haji	1
alhajii	2
al'hajiijo	1
alhajj	1
alhajji	402
al-hajji	6
alhakiim	3
alhamata	1
alhamdu	4
alhamdulillaay	1
alhamndu	1
alha-san	4
alhassane	2
alhijja	1
alhoussein	1
alhubbaare	1
alhubbaawo	1
alhuseyn	1
alhuseyni	11
alhuseynu	15
ali	122
alianza	1
aliburi	1
alienate	1
aliénation	5
aliés	1
alif	1
aliforni	1
align	11
alignés	1
aliin	15
aliiw	17
aliiyu	1
alike	1
alimaan	1
aliment	1
alimentaire	8
alimiñoom	5
alin	2
aline	7
aliou	3
alioune	5
aliu	18
aliw	64
aliwel	1
aliwu	6
aliyiin	2
aliyu	2
aliyun	1
aliyuun	22
aliyyu	1
aljaahira	1
aljabar	1
aljamaa	1
aljamaraat	1
aljamra	1
aljamrah	3
aljanna	72
al-janna	2
aljannaaji	12
aljannaawi	1
aljeebar	1
aljeeri	2
aljeerinkeejo	1
aljenna	1
aljeri	10
aljerinaajo	2
aljerinaawa	6
aljeri-tansani	2
aljuma	6
aljumaa	203
aljumaaji	1
aljumaare	1
aljumma	1
aljumu'ati	2
alkaafiruuna	1
alkaali	1
alkaamil	1
alkaasum	4
alkaati	2
alkaawla	1
alkabeeje	5
alkabeere	5
alkadara	1
alkadra	1
alkama	1
alkamiisa	118
alkamiisaare	1
alkamisa	48
alkatee?e	5
alkawla	1
al-kayidaa	12
alkhbar	2
alkhudriyyu	1
alkmiisa	1
alkol	3
alkourafi	1
alku	1
alkubra	1
alkudu	1
alkula	2
alkulal	8
alkule	89
alkura'aana	1
alkuraana	3
alkurraana	1
all	53
àll	1
?ll	1
alla	2440
allaaallaaen	1
allaadu	9
allaaf	1
allaah	18
allaahi	2
allaahlaabi	1
allaahu	46
allaahumma	9
allaaji	20
allaaku	1
allaasaraa	4
allaaxira	1
allaay	1
alla-?olo	1
allah	777
allahmammadu	1
allahu	2
allahumma	1
allaiance	2
allaient	3
allais	1
allaj	3
allam	16
allamaañ	2
allant	2
allava	1
allawa	1
allawaali	1
allawa?	1
allaxira	1
allay	1
allayel	6
allayi?i	2
allaziina	1
allé	2
allegedly	1
allégresse	1
allemand	1
allen	2
aller	5
allergie	1
allés	1
allez	4
allh	1
alliance	25
alliances	5
allié	1
alliées	2
allier	1
alliés	5
alliyanke	15
alliyankeewa	6
alliyankeewal	2
alliyankeewi	1
alliyankoo?e	2
alliyankooje	3
alliyankoore	1
alliyankoori	2
allnatural	1
allo	1
allocation	1
allocations	1
allocution	3
allomorphes	2
allomorphie	1
allongée	1
allons	2
alloués	1
allow	3
allowed	1
allowing	2
allows	4
allright	1
allsoftingucozcom	1
allubaanaaji	1
allubanaaje	2
alluki	5
allume	1
allummbaanaare	1
allummbaanaawa	1
allusion	1
alluuje	17
alluwa	1
àlluwa	1
alluwal	59
alluwel	4
alluwon	5
allys	3
alma	1
almaa	14
almaaami	1
almaaji	1
almaaliki	1
almaamagal	1
almaamee?e	1
almaami	146
almaami?urnoo	1
almaamy	1
almaañ	120
almaañaa?e	1
almaanaajo	1
almaani	1
almaañnaa?e	4
almaañnaajo	10
almaany	4
almadda	1
almaddaa	2
almaddaagal	2
almaddaaji	6
al-mahdi	1
almajyu	2
almamaagal	15
almamee?e	72
almami	2
almamiyat	1
almamy	2
almankoore	2
almañuuji	1
almasihaaku	1
almasiihu	1
almawluudu	1
almbaccoy	1
alm??e	1
almeetu	1
almere	1
almet	3
almeytu	1
almi	1
alminde	1
almol	1
almoraabid	1
almoravide	1
almost	4
almosthaha	2
almotoo?e	1
almu??e	112
almu??engay	2
almudaagal	4
al-mudaagal	2
almudaagu	1
almud?e	139
almu??e	1
almuddasir	1
almudde	2
almude	1
almu?e	1
almudel	2
almu?el	1
almu?o	1
almuki	1
almundi	1
almungol	1
almurabbituun	1
almuu??e	2
almuu?e	17
almuud?e	19
almuudo	131
al-muudo	2
alnagghar	1
alnde	6
âlnde	4
älnde	1
âlngu	1
al?uraana	2
aloko	1
alokoore	1
alone	1
along	6
alongside	1
aloo	5
alors	35
aloso	1
alperowitz	1
alpha	12
alphabet	3
alphabetisation	6
alphabétisation	11
alphabétisés	1
alphabétiseurs	1
alphabets	2
alphadi	2
alphago	3
alqaasim	1
alqaayidaa	2
alqâhira	2
alqaida	5
al-qaida	4
alqaydaa	1
alquds	1
alquraana	4
al-qur'aana	4
already	10
?lready	1
alsace	1
alsee	10
alseri	26
alserinaa?e	4
alserinaajo	12
alseyni	3
alsilaamaagal	1
alsilaamaaku	1
alsilaamagal	3
alsilaami	2
alsilaami'en	1
alsilaamiijo	1
alsilaamiiri	1
alsilamaaku	1
also	33
alson	1
alssane	2
alston	12
als?	1
altantik	1
altérations	1
altérité	2
altine	95
altineeje	1
altineere	1
altitude	1
alto	1
altson	1
alumet	2
aluseyni	2
aluulaa	1
alvéolaires	2
alwaadiha	1
alwaali	10
alwaalinaa?e	2
always	6
alway?	1
alworaabiya	1
alworabiya	2
alwusta	1
alw?ys	1
alxalifa	1
alxames	1
alxuraan	1
alxuraanam	1
alyaatim	1
alyahuudiyanke	1
alyahuudiyankoore	1
alyatiim	1
alyatiimu	3
alyatimee?e	16
alyitiima	1
alys	4
al?udaarii	3
al??	1
am	1464
ama	29
amaa	3
amaadu	1
amaamata	1
amaana	1
amaanaaji	1
amaanda	1
amaaray	1
amabilité	1
amad	1
amadi	1
amadou	102
amadou’s	1
amadoumardia	1
amadououmardia	1
amadu	17
